datetime,SST,SSS,age_absolute,synthetic_d18o,synthetic_d18o_2
1991-05-16,29.29029083251953,33.90764617919922,1991.3696098562627,-0.26083136,-1.028621
1991-06-16,28.693899154663086,33.97303009033203,1991.454483230664,-0.10020242,-0.766647
1991-07-16,28.41585922241211,34.30703353881836,1991.536618754278,0.11126791,-0.037471276
1991-08-16,28.037912368774414,34.4632453918457,1991.621492128679,0.26471156,0.35810074
1991-09-16,28.097232818603516,34.54954528808594,1991.7063655030802,0.290496,0.51765
1991-10-16,28.585872650146484,34.73585510253906,1991.7885010266941,0.26683465,0.7827689
1991-11-16,28.798254013061523,34.79751968383789,1991.8733744010951,0.2478598,0.85937417
1991-12-16,29.64226722717285,34.81111145019531,1991.955509924709,0.06829321,0.70087475
1992-01-16,29.468236923217773,34.70347595214844,1992.041067761807,0.058143906,0.52389044
1992-02-15,29.44707489013672,34.44883346557617,1992.123203285421,-0.051789574,0.019261133
1992-03-16,28.8413028717041,34.53525161743164,1992.2053388090349,0.120368436,0.3253673
1992-04-16,29.207050323486328,34.509521484375,1992.290212183436,0.028325442,0.19344257
1992-05-16,28.583415985107422,34.47095489501953,1992.37234770705,0.14817002,0.25350896
1992-06-16,28.093015670776367,34.40074157714844,1992.457221081451,0.2244621,0.22097038
1992-07-16,27.502300262451172,34.474666595458984,1992.539356605065,0.38768575,0.4987778
1992-08-16,27.511207580566406,34.24740982055664,1992.624229979466,0.2834606,0.042304654
1992-09-16,27.759464263916016,34.26771926879883,1992.7091033538672,0.23798338,0.02830707
1992-10-16,28.012916564941406,34.3602294921875,1992.7912388774812,0.22385347,0.15756801
1992-11-16,28.327388763427734,34.358341217041016,1992.8761122518822,0.15381987,0.084607586
1992-12-16,29.609663009643555,34.29943084716797,1992.9582477754961,-0.15479013,-0.3153135
1993-01-16,28.904848098754883,34.412723541259766,1993.041067761807,0.051250856,0.06633118
1993-02-15,28.75286102294922,34.306129455566406,1993.123203285421,0.03672068,-0.11341984
1993-03-16,28.786846160888672,34.46398162841797,1993.2026009582478,0.100277424,0.19480778
1993-04-16,28.8764591217041,34.32975769042969,1993.2874743326488,0.0201618,-0.093354955
1993-05-16,28.109128952026367,34.27655029296875,1993.3696098562627,0.1650311,-0.030957114
1993-06-16,27.633054733276367,34.28400421142578,1993.454483230664,0.27312168,0.08868705
1993-07-16,27.358339309692383,34.32503128051758,1993.536618754278,0.35202128,0.2311786
1993-08-16,26.925559997558594,34.324806213378906,1993.621492128679,0.44713145,0.32593992
1993-09-16,27.073081970214844,34.37080383300781,1993.7063655030802,0.43537554,0.3854803
1993-10-16,27.38591766357422,34.40529251098633,1993.7885010266941,0.38207158,0.38563383
1993-11-16,28.234668731689453,34.302120208740234,1993.8733744010951,0.14891881,-0.0074360333
1993-12-16,29.110061645507812,33.975914001464844,1993.955509924709,-0.19046041,-0.8524349
1994-01-16,29.201475143432617,33.90357971191406,1994.041067761807,-0.2431218,-1.0172144
1994-02-15,29.336950302124023,33.83730697631836,1994.123203285421,-0.30274907,-1.1795644
1994-03-16,29.705333709716797,33.847938537597656,1994.2026009582478,-0.37900922,-1.2393457
1994-04-16,29.35544776916504,33.973548889160156,1994.2874743326488,-0.24550965,-0.9111501
1994-05-16,29.07656478881836,33.91720199584961,1994.3696098562627,-0.2095115,-0.9624896
1994-06-16,28.635967254638672,33.96238327026367,1994.454483230664,-0.09224847,-0.7751956
1994-07-16,27.923748016357422,34.00296401977539,1994.536618754278,0.0827011,-0.5373458
1994-08-16,27.784507751464844,34.106163024902344,1994.621492128679,0.15977351,-0.30031496
1994-09-16,27.56710433959961,34.18256378173828,1994.7063655030802,0.24198258,-0.09968473
1994-10-16,27.866382598876953,34.33937454223633,1994.7885010266941,0.24670622,0.1480956
