,index,Name,Mass,Amp 44,Area 44,sample,age1,age2,age_end,path_name,path_num,age_lin,age_v1,age_v2,age_final,d13c,d18o,path_ma,d18o_pdb,age_ws,age_ws2,d13c_ma,d18o_ma,d18o_pdb_ma,d13c_ma2,d18o_ma2,d18o_pdb_ma2,d13c_ma3,d18o_ma3,d18o_pdb_ma3,d13c_std,d18o_std,d18o_pdb_std,d13c_no_tectonic,d18o_no_tectonic,d18o_pdb_no_tectonic,d13c_notec_ma,d18o_notec_ma,d18o_pdb_notec_ma,d13c_no_tectonic2,d18o_no_tectonic2,d18o_pdb_no_tectonic2,age_dt,d13c_suess,d13c_suess_ma,d13c_suess_ma2,d13c_suess_ma3,d13c_suess_std,d13c_suess_no_tectonic,d13c_suess_no_tectonic2,d13c_suess_notec_ma,d13c_sg_trend,d13c_no_tec_sg,d13c_suess_sg_trend,d13c_suess_no_tec_sg,d18o_sg_trend,d18o_no_tec_sg,d18o_pdb_sg_trend,d18o_pdb_no_tec_sg,age_final_month,SST,SSS,synthetic_d18o,Sea Level,ENSO
100,100,SPL A  Path M 20A,0.324,17185.0,205.466,M 20A,,,,M,20,10.5555555555555,1937.2712222222221,1947.147571,1947.169884,-0.8779351469373917,25.34893227637348,-0.9652943924565401,-5.391282202594962,1947.1534433333334,1947.2594176388889,-0.9652943924565403,25.40823771796695,-5.333755331194877,-1.1058871810924575,25.639315977958685,-5.109607108220298,-1.1422915748232112,25.72440306999018,-5.027071778078823,0.29028549581126684,0.2709846232147671,0.2628577943645386,0.22795203415506582,-0.2903837015852062,-0.28167509437466354,0.13734086230766487,-0.22889431721293008,-0.22202977663971377,0.2643564278858195,-0.375470793616703,-0.3642104245161386,1947-03-04 00:11:01.823997189,-0.520425494937392,-0.6078186897898736,-0.7482642411480132,-0.7836136044343223,0.2884621083535587,0.22783874621062117,0.2631881094969303,0.13720298606692402,-1.087078655419217,0.2091435084818254,-0.7313705144309847,0.21094501949359268,25.573129240274774,-0.22419696390129573,-5.090380145448794,-0.3009020571461676,3,,,,,
101,101,SPL A  Path M 21A,0.248,12648.0,158.54,M 21A,,,,M,21,10.7777777777777,1937.4934444444443,1947.37109,1947.336564,-1.2696647229825988,25.530122761285845,-1.220725629534981,-5.215525620325117,1947.3535920000002,1947.394550611111,-1.2207256295349809,25.59423133558533,-5.153339662168874,-1.107514992393708,25.615807821857636,-5.132410254719874,-1.1507885708675563,25.72492394604346,-5.026566523098381,0.2919923021548212,0.259840107507348,0.25204750268318254,-0.16214973058889082,-0.08568506057179093,-0.08311536560524324,-0.11418388642136301,-0.02388455603161314,-0.023168258196223885,-0.11887615211504254,-0.19480118475761543,-0.18895909722673565,1947-05-03 20:18:02.303998519,-0.911655030982599,-0.8626648535349811,-0.7494937452548194,-0.7916436169370008,0.2897572903075967,-0.16216128572777966,-0.12001141404559823,-0.11413861423617803,-1.1039232988703223,-0.16574142411227655,-0.7577432476036383,-0.15391178337896072,25.559914864896367,-0.029792103610521536,-5.104562610722724,-0.11096300960239258,5,,,,,
102,102,SPL A  Path M 22A,0.122,6033.0,73.132,M 22A,,,10.0,M,22,11.0,1937.7156666666667,1947.594609,1947.554328,-1.514577018684952,25.903638969096665,-1.3455728667434252,-4.853211163586543,1947.5117643333333,1947.528214222222,-1.3455728667434252,25.677606993412457,-5.07246444031998,-1.106223055854688,25.599223875034507,-5.1484968489777785,-1.1539067979623456,25.725606274352323,-5.025904657815503,0.2919685029099234,0.23505773931620524,0.22800835771408895,-0.40835396283026415,0.3044150940621577,0.2952856853912351,-0.24198427546205717,0.07750201089398583,0.07517772558727447,-0.36067022072260646,0.17803269474434202,0.17269349422895974,1947-07-22 07:54:47.807998151,-1.1559140346849524,-0.9870375737434255,-0.7478207314935768,-0.7942811218929012,0.2897304773019391,-0.4080933031913756,-0.3616329127920511,-0.24185210694353867,-1.1263005198387819,-0.3882764988461702,-0.8049243166159197,-0.3509897180690327,25.554632984611956,0.3490059844847089,-5.113719805797238,0.26050864221069503,7,,,,,
103,103,SPL A  Path M 23A,0.322,17960.0,223.757,M 23A,,,,M,23,11.0666666666666,1937.7823333333333,1947.661664,1947.644401,-1.2524768585627246,25.599059249854868,-1.422581482298419,-5.148656537048279,1947.6559100000002,1947.6632128055555,-1.422581482298419,25.778288165906314,-4.974802696189218,-1.097027725595708,25.585283250663277,-5.16201939402411,-1.1555962632729662,25.724229997961615,-5.027239659677257,0.28614856673090844,0.22606898587789448,0.2192891769913913,-0.15544913296701668,0.013775999191590671,0.013362856975831505,-0.3124099281422376,0.189996156318004,0.184298171590027,-0.09688059528975845,-0.125170748106747,-0.12141687737102203,1947-08-24 04:57:09.936000511,-0.8935436555627245,-1.0636137522984193,-0.7382419236512637,-0.7954796218840771,0.2836309165218289,-0.1553017319114608,-0.09806403367864747,-0.31223215821631184,-1.1490248716545584,-0.10345198690816626,-0.8142105495211656,-0.07933310604155897,25.549785747443373,0.049273502411494974,-5.124094262803999,-0.02456227424427926,8,,,,,
104,104,SPL A  Path M 24A,0.264,14865.0,183.385,M 24A,,,,M,24,11.1333333333333,1937.849,1947.72872,1947.769001,-1.5006905696475803,25.832166278767403,-1.2351665399309677,-4.92254038793283,1947.7535863333333,1947.8067769166664,-1.2351665399309677,25.693111104625505,-5.057425297402214,-1.1272638810181481,25.58036890306714,-5.166786360335845,-1.1472666826355924,25.720881026996203,-5.0304881950034135,0.2894193266060435,0.22348762583682968,0.2167852319379574,-0.3734266886294322,0.2517973757002636,0.24424597240301438,-0.11441734225703178,0.11393945543566748,0.11052241116715145,-0.3534238870119879,0.11128525177119997,0.10794780707058305,1947-10-08 16:26:55.535996508,-1.1413835666475807,-0.8759057809309677,-0.7680821271014815,-0.7866486360800369,0.28683834255212465,-0.3733014395460992,-0.3547349305675438,-0.11433892564592052,-1.1737481472457143,-0.326942422401866,-0.8255729506657911,-0.3158106159817896,25.54316044915806,0.2890058296093443,-5.139492352765165,0.2169519648323348,10,,,,,
105,105,SPL A  Path M 25A,0.32,14019.0,170.093,M 25A,,,,M,25,11.2,1937.9156666666668,1947.795776,1947.847357,-0.9523321915825982,25.64810778525424,-1.2188444742624174,-5.101078967225533,1947.837905,1947.9522328333333,-1.2188444742624174,25.686942990094696,-5.063408430178238,-1.1379559864079516,25.57186279383909,-5.175037371348141,-1.1458665338733836,25.71630479574518,-5.034927185079216,0.287206240285206,0.22756205715531072,0.2207374710611971,0.1856237948253534,0.07624499141514818,0.07395840412260846,-0.07627201991057726,0.11578839466014539,0.11231590070428894,0.19353434229078537,-0.06819701049094107,-0.06615178214631712,1947-11-06 06:50:50.352003213,-0.5927901205825978,-0.8593307592624173,-0.7783765151023962,-0.7847358023456055,0.284681304291764,0.18558639451979841,0.19194568176300764,-0.07633533559576229,-1.1913920629421952,0.23905987135959705,-0.8314668792570158,0.23867675867441795,25.541590518957285,0.10651726629695446,-5.146740232631585,0.04566126540605264,11,,,,,
106,106,SPL A  Path M 26A,0.276,14999.0,187.338,M 26A,,,,M,26,11.2666666666666,1937.9823333333334,1947.862831,1947.897357,-1.2035106615570734,25.58055490626246,-1.0851199540921408,-5.166605935376349,1947.912633,1948.0976348333331,-1.0851199540921408,25.60159606673172,-5.146195799309562,-1.1624974956294203,25.561232089397436,-5.185349260963593,-1.1600006121201696,25.712497891431223,-5.038619920332799,0.2683621540545809,0.21733090618193535,0.21081315230551118,-0.04101316592765314,0.01932281686502435,0.01874332558724401,0.073845517360785,0.038341599539679784,0.03719173496948643,-0.04351004943690384,-0.13194298516876302,-0.12798601504355034,1947-11-24 12:50:50.352001779,-0.8438185905570732,-0.7253820550921405,-0.8025276287960871,-0.7983439278562809,0.2659683514926861,-0.04129096176098612,-0.04547466270079226,0.07359516095337792,-1.2028144323801395,-0.0006962291769339046,-0.8320250525257441,-0.011793538031329098,25.539379749891303,0.041175156371156874,-5.148695126839974,-0.017910808536375278,11,,,,,
107,107,12 SPL A M 27A,0.272,13434.0,156.359,M 27A,1.0,11.0,,M,27,11.3333333333333,1938.049,1947.929887,1947.993185,-1.0995170091367505,25.576125508678462,-1.191025216301212,-5.1709024953268035,1948.0108126666667,1948.2513032777779,-1.191025216301212,25.573886803843493,-5.173074061403771,-1.1764429323214052,25.556668518339595,-5.18977597052541,-1.172219590819863,25.707750792370867,-5.043224653892335,0.28166521977643366,0.21309621113646177,0.20670545576445046,0.07692592318465463,0.01945699033886683,0.018873475198606826,-0.009448513792669977,0.012957800257558697,0.012569195827836962,0.07270258168311239,-0.13162528369240434,-0.12767784143446814,1947-12-29 12:18:02.160001244,-0.7395374541367504,-0.8310400769678784,-0.8160275042380719,-0.8100239654170851,0.2789013447563529,0.07649005010132148,0.07048651128033467,-0.009884480033410544,-1.2218792207364324,0.12236221159968186,-0.8269564273836583,0.08741897324690784,25.532825603594848,0.043299905083614476,-5.1517484058990135,-0.019154089427789955,12,,,,,
108,108,12 SPL A M 28A,0.312,15624.0,191.647,M 28A,,,,M,28,11.5555555555555,1938.2712222222221,1948.153405,1948.141896,-1.2700479782098117,25.56497999658956,-1.2494945259082784,-5.181713753508159,1948.1706683333334,1948.4068785277777,-1.2494945259082786,25.47547106202519,-5.268538315124945,-1.2057896795748002,25.564886403020775,-5.181804540205819,-1.1866918920736491,25.707931565560457,-5.043049302090703,0.3033865714762259,0.21857092534158062,0.212015983290559,-0.06425829863501153,9.359356878491099e-05,9.078669766005021e-05,-0.042718057777350084,-0.09227291629450345,-0.0895056515348293,-0.08335608613616263,-0.1429515689708971,-0.13866445141745665,1948-02-21 22:24:52.070402781,-0.9097641862098116,-0.8891554609082785,-0.8449116577692446,-0.8239397868514268,0.30032959022160993,-0.06485252844056699,-0.08582439935838482,-0.04326044668475756,-1.2352946689621749,-0.034753309247636865,-0.8279101077242487,-0.08185407848556292,25.522268170778222,0.042711825811338144,-5.152424190828424,-0.029289562679735148,2,,,,,
109,109,12 SPL A M 29A,0.256,13734.0,161.734,M 29A,,,,M,29,11.7777777777777,1938.4934444444443,1948.376924,1948.376924,-1.3789185903782735,25.285307680807545,-1.321655291354154,-5.452998696539872,1948.3596606666667,1948.5635307222224,-1.3216552913541542,25.330251547668166,-5.409402696246402,-1.23809679249658,25.581677013598707,-5.165517480039117,-1.1904768803686347,25.704881912088798,-5.046007496454745,0.31940829353650013,0.21799236632349048,0.21145477525742234,-0.14082179788169347,-0.29636933279116207,-0.28748121650075475,-0.08875658367969119,-0.25074253835105037,-0.24322276962590195,-0.18844171000963872,-0.4195742312812527,-0.4069912000851268,1948-05-17 22:54:01.497597381,-1.0181647423782736,-0.9609359700208205,-0.8767458806632464,-0.827148871979746,0.31609353414356156,-0.14141886171502716,-0.19101587039852763,-0.08939207385561714,-1.2543945758642423,-0.12452401451403117,-0.8517171140731767,-0.16644762830509685,25.536315748670003,-0.25100806786245755,-5.158518486710838,-0.2944802098290342,5,,,,,
110,110,12 SPL A M 30A,0.336,18846.0,228.25,M 30A,,,11.0,M,30,12.0,1938.7156666666667,1948.600443,1948.560162,-1.3159993054743766,25.14046696560739,-1.2578412263004175,-5.593495638691174,1948.5453719999998,1948.7213536666666,-1.2578412263004175,25.51835112658286,-5.226944223703356,-1.254809650952008,25.596418841438165,-5.1512177596165625,-1.1977676756564135,25.690793209467508,-5.0596736788844225,0.31532079437440685,0.2207178522090349,0.21409852382126046,-0.061189654522368686,-0.4559518758307739,-0.44227787907461114,-0.010829071800757428,-0.07593574828387517,-0.07365843519284206,-0.11823162981796309,-0.5503262438601162,-0.5338219598067511,1948-07-24 00:27:46.828799721,-0.9548789814743766,-0.8967504823004177,-0.8929741500631193,-0.8338360003508579,0.31197216159530944,-0.061904831411257244,-0.12104298112351863,-0.011575796467424126,-1.2688001407277614,-0.04719916474661523,-0.8702728298784765,-0.08460615159590001,25.54430342824056,-0.4038364626331692,-5.164798916906942,-0.4286967217842319,7,,,,,
111,111,12 SPL A M 31A,0.264,14443.0,174.705,M 31A,,,,M,31,12.1666666666666,1938.8823333333332,1948.768082,1948.69903,-1.0786057830486024,26.129278733333653,-1.254003146751111,-4.634338335879022,1948.7450646666666,1948.8780135,-1.254003146751111,25.592820101864508,-5.154708572990406,-1.2481300200503922,25.604764769563342,-5.143122125875862,-1.2058292343988863,25.687871843426773,-5.062507433157596,0.3176587293552966,0.224638654369806,0.21790174112523103,0.16952423700178976,0.5245139637703105,0.5087837899968397,-0.0007235708072869107,-0.012157550033696415,-0.01179294510818707,0.1272234513502839,0.4414068899068795,0.4281690972785741,1948-09-12 20:16:46.271999791,-0.7172077230486025,-0.8925130174177776,-0.8858040267726145,-0.8412757228294417,0.31455301743989905,0.16859630372401202,0.12406799978083927,-0.0015640100109904909,-1.2889462665515825,0.21034048350298007,-0.9084526021881354,0.19124487913953292,25.553193446557568,0.5760852867760846,-5.171132151741517,0.5367938158624952,9,,,,,
112,112,12 SPL A M 32A,0.304,17302.0,210.175,M 32A,1.0,12.0,,M,32,12.3333333333333,1939.049,1948.935721,1948.976002,-1.367404351730354,25.508714606652486,-1.26054089485344,-5.236291744401022,1948.9239536666666,1949.0335812222224,-1.26054089485344,25.773022371460467,-4.9799105694596335,-1.256899056829072,25.61374934469311,-5.134406998154232,-1.2093013759583657,25.69068359153673,-5.059780009373457,0.3189809748113281,0.22509508968958694,0.21834448794977226,-0.11050529490128191,-0.1050347380406258,-0.10188474624678978,-5.1540435939171715e-05,0.16632439071836558,0.1613363222407219,-0.15810297577198829,-0.18196898488424296,-0.17651173502756556,1948-12-23 05:12:05.644803405,-1.0054523477303539,-0.8986607111867732,-0.8940688453846276,-0.8441135803472548,0.315759218915121,-0.11138350234572625,-0.16133876738309905,-0.0010063630100131486,-1.3038165566592141,-0.06358779507113987,-0.9422775500618843,-0.06317479766846956,25.577522002064224,-0.06880739541173853,-5.172462782589177,-0.06382896181184528,12,,,,,
113,113,12 SPL A M 33A,0.262,13933.0,169.184,M 33A,,,,M,33,12.5555555555555,1939.2712222222221,1949.159239,1949.096829,-1.3356125497813636,25.681073774395255,-1.4043555191231694,-5.069101628098856,1949.1346,1949.1887385555556,-1.4043555191231694,25.573492854538216,-5.1734561961693855,-1.276438986373038,25.601579827969843,-5.146211551070972,-1.2237944184088085,25.690908545784627,-5.0595618015034525,0.3108442363949783,0.22642033303136916,0.21962998724373403,-0.05917356340832547,0.07949394642541208,0.07710992297211572,-0.12869367208659946,-0.030943322763480552,-0.03001533251380521,-0.11181813137255503,-0.00983477138937161,-0.009539826595403866,1949-02-05 08:13:19.344002228,-0.9733220627813634,-1.0419437197898358,-0.9130901723730381,-0.857954785242142,0.3076370634641516,-0.06023189040832522,-0.11536727753922138,-0.1296344520865994,-1.3211156301556664,-0.014496919625697213,-0.9777700031928516,0.004447940411488216,25.581678316990306,0.09939545740494893,-5.172859886338083,0.10375825823922646,2,,,,,
114,114,12 SPL A M 34A,0.27,14756.0,178.017,M 34A,,,,M,34,12.7777777777777,1939.4934444444443,1949.382758,1949.330969,-1.5100496558577907,25.530690182566904,-1.4170895139503221,-5.214975216008277,1949.371545,1949.3429795555555,-1.4170895139503223,25.6729357969915,-5.076995547560274,-1.2936474979075996,25.59797935924213,-5.149704041741535,-1.2280072931343282,25.684953657041877,-5.065338103132809,0.30143669038075743,0.22672807275955492,0.21992849785747137,-0.21640215795019113,-0.06728917667522794,-0.06527117426674156,-0.12472130887283521,0.07516221817009949,0.07290810324717789,-0.2820423627234625,-0.15426347447497335,-0.14963711287546833,1949-05-01 19:17:18.384003013,-1.1470567488577905,-1.053974878950322,-0.9297687853520438,-0.8614939608426616,0.298321621093811,-0.21728796350574675,-0.2855627880151289,-0.1254906065765389,-1.341017396217346,-0.16903225964044477,-1.0279487743026856,-0.11910797455510491,25.59687754746094,-0.06618736489403787,-5.1671406723570055,-0.04783454365127149,5,,,,,
115,115,12 SPL A M 35A,0.236,12838.0,156.954,M 35A,,,12.0,M,35,13.0,1939.7156666666667,1949.606276,1949.686837,-1.4056063362118123,25.80704343401234,-1.3275080300520592,-4.946909798573689,1949.639194,1949.4971069722221,-1.3275080300520592,25.679290805949986,-5.070831125320453,-1.3070181309518232,25.593761549252225,-5.153795359609848,-1.238127390212438,25.68433935136742,-5.065933985780091,0.28037135835634636,0.2258607754831405,0.2190872108263764,-0.09858820525998913,0.21328188476011434,0.20688556103615952,-0.01809181525049493,0.08706757145350608,0.08445641498561478,-0.1674789459993744,0.12270408264491905,0.11902418720640195,1949-09-08 16:41:31.631999008,-1.0415458252118124,-0.9635904480520593,-0.9425938593962676,-0.8709260425041045,0.2778357426977539,-0.09895196581554477,-0.17061978270770783,-0.018612467648643178,-1.3426003148238832,-0.0630060213879291,-1.019317647115367,-0.022228178096445284,25.61624905083161,0.19079438318073016,-5.162043809194703,0.21513401062101423,9,,,,,
116,116,12 SPL A M 36A,0.234,13139.0,155.351,M 36A,1.0,13.1,,M,36,13.4333333333333,1940.1490000000001,1949.991846,1949.899776,-1.0668680980865748,25.700138801270715,-1.2927045508601405,-5.050608361379393,1949.876153,1949.6538592777777,-1.2927045508601405,25.662475062343933,-5.08714256477576,-1.3275830155452701,25.584928794995083,-5.162363219566819,-1.2413291679777494,25.673281926410038,-5.076659798562999,0.25962030999575403,0.22656522128592202,0.21977053029953222,0.26071491745869535,0.11521000627563183,0.11175485818742636,0.0341127796930523,0.07052491457168959,0.06840987238368494,0.1744610698911746,0.026856874860676783,0.026051437183606474,1949-11-25 10:02:15.935999192,-0.7021687700865749,-0.9280900405268072,-0.9625712964619368,-0.8734115483249717,0.25731745040494614,0.260402526375362,0.17124277823839684,0.033712477461570724,-1.344411817184611,0.2775437190980361,-1.0336030158414036,0.3314342457548287,25.615899557836954,0.08423924343376044,-5.158547740758975,0.10793937937958198,11,,,,,
117,117,12 SPL A M 37A,0.26,13040.0,159.372,M 37A,,13.2,,M,37,13.5333333333333,1940.249,1950.142721,1950.041846,-1.4056392182820343,25.480242951748746,-1.3017655847183012,-5.2639095343742,1950.0948373333333,1949.8089206944449,-1.3017655847183012,25.502375272141865,-5.242440962269666,-1.3458508451624849,25.597160099069423,-5.150498732301669,-1.2506249994903282,25.662785026239522,-5.086841896697397,0.2808302793627087,0.21090447202614443,0.2045794469100539,-0.05978837311954943,-0.11691714732067737,-0.11341080207253107,0.047321995009492336,-0.093960464765298,-0.09114259042698632,-0.15501421879170607,-0.18254207449077597,-0.177067637676803,1950-01-16 06:34:15.456002452,-1.0405555262820343,-0.9366093180516346,-0.9802423981069293,-0.8819732143236618,0.27788670738184706,-0.060313128175105035,-0.15858231195837247,0.04686077318541811,-1.3475205522919556,-0.058118665990078755,-1.0611764699366901,0.020620943654655832,25.601166488643976,-0.12092353689522994,-5.161068405337996,-0.10284112903620368,1,,,,,-1.499569599999995
118,118,12 SPL A M 38A,0.24,12966.0,151.839,M 38A,,,,M,38,13.7666666666666,1940.4823333333334,1950.377416,1950.34289,-1.4327894377862946,25.326744063406142,-1.3090906982077446,-5.412804991055406,1950.2592086666666,1949.9664178055557,-1.3090906982077446,25.491832573193985,-5.252667485676102,-1.3738288784756256,25.60691831665699,-5.141033163659552,-1.2615009537201916,25.657587203188015,-5.091883837035592,0.26954126105927434,0.20702670050300795,0.20081796975489602,-0.058960559310669014,-0.28017425325084844,-0.27177182739585426,0.06043219811744557,-0.11667937434593038,-0.11318015990929513,-0.17128848406610309,-0.33084313978187296,-0.320921154019814,1950-05-06 03:42:59.039996769,-1.067103657786295,-0.9435722808744114,-1.0075965791422923,-0.8920992215257473,0.2664989108941182,-0.05950707864400262,-0.17500443626054762,0.05971302366374176,-1.366558220552997,-0.06623121723329772,-1.0721637681652636,0.005060110378968696,25.58470280179254,-0.2579587383863995,-5.15531720410082,-0.2574877869545862,5,,,,,-1.138532000000158
119,119,12 SPL A M 39A,0.242,11963.0,145.828,M 39A,,,13.0,M,39,14.0,1940.7156666666667,1950.61211,1950.39289,-1.088843438554905,25.668510704427067,-1.2118707093969228,-5.081287931598698,1950.39289,1950.1225715,-1.211870709396923,25.493704036959524,-5.250852147108893,-1.38888896533746,25.621457426893333,-5.126930081339198,-1.261186881405745,25.651374369010703,-5.097910348315926,0.2558404882323265,0.2067699917499324,0.2005689596973256,0.300045526782555,0.04705327753373467,0.04564214974049996,0.16942713858886974,-0.12601036284665193,-0.1222313120648808,0.1723434428508399,0.017136335416363835,0.01662241671722775,1950-05-24 09:42:59.040002506,-0.7230576585549049,-0.8460849293969228,-1.0220169363652378,-0.8910401084335228,0.25309276906258293,0.29895927781033294,0.16798244987861788,0.16833465412590665,-1.3695644948832317,0.28072105632832667,-1.0723389787182374,0.34928132016333246,25.58389445882031,0.08461624560675673,-5.152617222927037,0.07132929132833876,5,,,,,-1.0570639999997704
120,120,12 SPL A M 40A,0.28,14578.0,174.15,M 40A,,,,M,40,14.0833333333333,1940.799,1950.69593,1950.44289,-1.1139792518495688,25.485857343045357,-1.2964950778771258,-5.258463518672574,1950.5401856666667,1950.2787518333332,-1.296495077877126,25.58784183191064,-5.159537544628356,-1.381175700144292,25.6307674558682,-5.117899260133286,-1.2636222272967665,25.645871331604177,-5.103248349630632,0.26360561719015674,0.21005937625103255,0.20375969555723855,0.2671964482947231,-0.14491011282284205,-0.1405642585392881,0.08394290028508804,-0.0396767590795856,-0.038486853074788684,0.14964297544719773,-0.16001398855881988,-0.15521516904194232,1950-06-11 15:42:59.040001072,-0.7480934718495688,-0.9304147065437925,-1.0136452350609584,-0.8927091975606554,0.2616861719623102,0.2655517632113896,0.1446157257110866,0.08249049364619909,-1.3704017975436955,0.2564225456941267,-1.071280439322404,0.32318696747283526,25.583962431724363,-0.0981050886790058,-5.150815799348753,-0.107647719323821,6,,,,,-0.9370639999997703
121,121,12 SPL A4 M 41A,0.192,7707.0,94.251,M 41A,,,,M,41,14.1666666666666,1940.8823333333332,1950.779749,1950.784777,-1.6866625432269038,25.609157448259506,-1.355897127924082,-5.138861183613795,1950.69836,1950.4328745555556,-1.355897127924082,25.470998293015143,-5.272876945792382,-1.3712492690048896,25.630330890209155,-5.118322733188217,-1.2622583086119705,25.63979644946575,-5.109141046053729,0.26516236565721873,0.20949162964823664,0.20320897567506035,-0.31541327422201415,-0.02117344194964943,-0.020538450425577892,0.016361149525258283,-0.16183097284260484,-0.15697766196705634,-0.42440423461493326,-0.030639001206242966,-0.02972013756006575,1950-10-14 10:38:47.472002409,-1.3200929892269038,-0.9895004079240818,-1.0030534291437785,-0.8905578335841928,0.26347388225913154,-0.3170395600831253,-0.42953515564271094,0.014556548858591442,-1.3663756214855893,-0.32028692174131446,-1.0672483873861494,-0.2528446018407544,25.611287417454342,-0.002129969194836434,-5.139253951345408,0.0003927677316131195,10,,,,,-0.4
122,122,12 SPL A4 M 42A,0.332,18299.0,219.701,M 42A,,,,M,42,14.25,1940.9656666666667,1950.863569,1950.867413,-1.2670495886957727,25.317980087740562,-1.446105192317374,-5.421306135090777,1950.8565343333332,1950.588486666667,-1.446105192317374,25.503490443797656,-5.241359234611835,-1.3643498631988384,25.637389451495885,-5.111475858154474,-1.2773022681696071,25.63652306144992,-5.112316265162962,0.2714967574878072,0.21266476520153146,0.20628694889311242,0.09730027450306578,-0.31940936375532303,-0.30983027693630305,-0.08265251607161588,-0.13164764202761367,-0.12769952924320607,0.010252679473834458,-0.31854297370935925,-0.3089898699278155,1950-11-13 14:32:16.367998179,-0.9003147626957728,-1.0793921236507076,-0.9954722061432828,-0.9047849056557182,0.2705465978518021,0.09515744344750998,0.004470142959945411,-0.08482162618272722,-1.3753287060367865,0.10827911734101381,-1.0736545830861703,0.17333982039039753,25.622263824195507,-0.3042837364549449,-5.125977283947142,-0.29532885114363516,11,,,,,-0.5817911999998449
123,123,12 SPL A4 M 43A,0.288,14854.0,178.933,M 43A,1.0,14.0,,M,43,14.3333333333333,1941.049,1950.947388,1950.917413,-1.3846034450294458,25.5833337953929,-1.4423998045683633,-5.163910385130933,1951.0335276666665,1950.7446290833334,-1.4423998045683633,25.524092219666425,-5.221375306001373,-1.3547588965335464,25.637693915770768,-5.111180524763196,-1.285305596840845,25.63377649543678,-5.114980461661365,0.27263896978131247,0.21295922941765055,0.2065725821273901,-0.029844548495899348,-0.054360120377868526,-0.0527298603677373,-0.07606514124585768,-0.1144957048943193,-0.11106197870453993,-0.09929784818860066,-0.05044270004388096,-0.048929923469567704,1950-12-01 20:32:16.367996745,-1.017768619029446,-1.0747012352350298,-0.9851858571168796,-0.9119453776047339,0.2718768635884364,-0.03258276191256637,-0.105823241424712,-0.0779467721625244,-1.3824210931481515,-0.002182351881294231,-1.0723105721294268,0.05454195309998089,25.629527450231155,-0.04619365483825533,-5.117872310264209,-0.04603807486672373,12,,,,,-0.7017911999998449
124,124,12 SPL A4 M 44A,0.238,13056.0,158.81,M 44A,,,,M,44,14.5555555555555,1941.2712222222221,1951.170907,1951.315757,-1.6755463799798715,25.670962775865807,-1.6633366096650573,-5.078909397782407,1951.2271936666666,1950.9032636388886,-1.6633366096650573,25.700929707786184,-5.049841174150326,-1.379895230235132,25.640680406415573,-5.108283598972828,-1.2941888370642725,25.626775242054634,-5.121771747454582,0.276168396716229,0.21386140602445367,0.20744770245775543,-0.2956511497447396,0.03028236945023366,0.029374201190420557,-0.28790168962234336,0.059806888938606306,0.058013280339336205,-0.3813575429155991,0.04418753381117213,0.04286234967217428,1951-04-26 06:01:52.752002398,-1.306020323979871,-1.2943538863317234,-1.009605325957354,-0.9199651859392726,0.2750862886876916,-0.2964149980225168,-0.3860551380405983,-0.289217090011232,-1.3959942904116929,-0.2795520895681787,-1.0706866435115912,-0.23533368046827974,25.65426265194514,0.016700123920667664,-5.108311004601988,0.029401606819580373,4,,,,,0.25781680000005314
125,125,12 SPL A4 M 45A,0.246,14390.0,170.992,M 45A,,,,M,45,14.7777777777777,1941.4934444444443,1951.394425,1951.448411,-1.9298600039858544,25.848492552099838,-1.8530053314470958,-4.906703739537637,1951.4372853333334,1951.0653134722222,-1.8530053314470958,25.795885186434546,-4.957733410306624,-1.3916506333594632,25.644994134356384,-5.104099239732962,-1.3005553140214063,25.6250885957183,-5.1234078112672945,0.27744977549428584,0.21417994066142274,0.207756684240962,-0.5382093706263913,0.20349841774345379,0.19739550019532537,-0.4616288838938944,0.15140322559786057,0.1468626428621791,-0.6293046899644481,0.22340395638153865,0.21670407172965778,1951-06-13 16:04:49.296002468,-1.5592727159858537,-1.482507048780428,-1.0206192058872408,-0.9254655248547397,0.2761941624502299,-0.538653510098613,-0.6338071911311141,-0.4621716843661161,-1.4071697839101789,-0.5226902200756756,-1.0838314694328919,-0.4754412465529618,25.65374790281623,0.19474464928360646,-5.099749640410784,0.19304590087314732,6,,,,,0.576186400000348
126,126,12 SPL A4 M 46A,0.218,11097.0,136.036,M 46A,,,14.0,M,46,15.0,1941.7156666666667,1951.617944,1951.547688,-1.953609610375561,25.868200231337998,-1.7850972800247253,-4.88758709359983,1951.5566410000001,1951.2308601944444,-1.7850972800247253,25.870173905565682,-4.8856726098622305,-1.4025834790650085,25.647771341738103,-5.101405320800621,-1.310092300307367,25.628626400364606,-5.119976105382327,0.2733333945429365,0.21390945864460692,0.20749431397983056,-0.5510261313105524,0.22042888959989426,0.21381822720079136,-0.38311540091789426,0.22261687199042157,0.21594059199942736,-0.6435173100681939,0.23957383097339147,0.23238901178249716,1951-07-19 21:44:48.768003389,-1.58222810637556,-1.413644152024725,-1.0307815613983415,-0.9341325293212562,0.27225893746381186,-0.5514465449772186,-0.6480955770543039,-0.38347488324196805,-1.41078380584576,-0.5428258045298009,-1.0957740500999673,-0.4864540562755928,25.647071884581454,0.2211283467565437,-5.0964731817138,0.20888608811397003,7,,,,,0.714451200000089
