datetime,d13C,d16O
1964-09-01,-0.30123196888866527,25.94112216501136
1965-01-01,-0.17849145902486885,25.60751732904631
1965-05-01,-0.5668197003839093,25.827160236615036
1965-09-01,-0.35035250466453066,25.938142389895848
1966-01-01,0.10084800143758245,25.854372056563633
1966-05-01,-0.4168288290785175,25.764579720133916
1966-09-01,-0.2045031243645966,25.78961541942995
1967-01-01,-0.3084687703940189,25.591645487538422
1967-05-01,-0.5171226668783316,25.81215882523938
1967-09-01,-0.4187282161233476,25.81391241191779
1968-01-01,-0.4659286584094262,25.713814271443777
1968-05-01,-0.6464429170601477,25.703763850559223
1968-09-01,-0.7948703844332681,25.96945397857616
1969-01-01,-0.38204858384375534,25.676376563835294
1969-05-01,-0.847262639519357,25.509202464728048
1969-09-01,-1.0380427832204828,25.695003068893556
