1926,-0.995697787,-24.41599963
1926.166667,-0.900540494,-20.78860361
1926.333333,-0.978993218,-23.77922146
1926.5,-1.21713377,-32.85713932
1926.666667,-0.787825006,-16.49188923
1926.833333,-0.681462638,-12.43735577
1927,-1.234325124,-33.51247371
1927.166667,-0.910625424,-21.17304118
1927.333333,-1.020074559,-25.34524218
1927.5,-0.805959367,-17.18317106
1927.666667,-1.145911459,-30.14214482
1927.833333,-1.434523258,-41.14402658
1928,-1.397098201,-39.71738341
1928.142857,-1.442054516,-41.43111817
1928.285714,-1.266852675,-34.75242395
1928.428571,-0.882299393,-20.09325285
1928.571429,-1.10355308,-28.5274434
1928.714286,-0.877252905,-19.90088076
1928.857143,-0.600376414,-9.346348913
1929,-1.179110512,-31.40769274
1929.166667,-1.433301866,-41.09746712
1929.333333,-1.333311841,-37.28584737
1929.5,-0.911672238,-21.2129457
1929.666667,-0.638271381,-10.79090506
1929.833333,-1.051890289,-26.5580578
1930,-1.396507993,-39.69488468
1930.1,-1.194923348,-32.01047804
1930.2,-1.495904269,-43.48387072
1930.3,-1.422591973,-40.68920602
1930.4,-1.310940752,-36.43306146
1930.5,-1.016134629,-25.19505206
1930.6,-1.021669693,-25.40604871
1930.7,-0.770594397,-15.8350584
1930.8,-0.755231286,-15.24941664
1930.9,-0.824409193,-17.88647843
1931,-1.148993926,-30.25964844
1931.1,-1.371502342,-38.74166927
1931.2,-1.346767639,-37.79878241
1931.3,-1.294280672,-35.7979792
1931.4,-1.131665783,-29.59909964
1931.5,-1.062163963,-26.94969026
1931.6,-0.820852061,-17.75088057
1931.7,-0.733248206,-14.41142161
1931.8,-0.535039741,-6.855714918
1931.9,-0.933314559,-22.03795098
1932,-0.892474825,-20.48114034
1932.142857,-1.160583995,-30.7014619
1932.285714,-1.728828055,-52.36292547
1932.428571,-1.381226481,-39.11235344
1932.571429,-0.964586571,-23.23004009
1932.714286,-0.871938708,-19.69830354
1932.857143,-0.576093764,-8.420694294
1933,-1.039763887,-26.09579937
1933.125,-0.537988099,-6.968106332
1933.25,-0.797048376,-16.8434841
1933.375,-1.350228047,-37.93069316
1933.5,-1.347387846,-37.82242468
1933.625,-1.260353154,-34.50466223
1933.75,-1.007133795,-24.85194025
1933.875,-0.626109113,-10.32727939
1934,-0.723160948,-14.02689534
1934.125,-1.498377103,-43.57813516
1934.25,-1.415553545,-40.42090114
1934.375,-1.495159321,-43.45547333
1934.5,-1.889005803,-58.46890121
1934.625,-1.766336682,-53.79275431
1934.75,-1.412458285,-40.30290983
1934.875,-1.437578132,-41.2604784
1935,-1.239075343,-33.69355208
1935.166667,-1.307260454,-36.29276851
1935.333333,-1.937927456,-60.33379462
1935.5,-1.373283307,-38.80955968
1935.666667,-1.502935147,-43.7518878
1935.833333,-1.894664723,-58.68461924
1936,-2.139577019,-68.02067595
1936.166667,-1.877476859,-58.02941785
1936.333333,-2.12569057,-67.49132451
1936.5,-1.577332192,-46.58790314
1936.666667,-1.828510662,-56.16282642
1936.833333,-1.724517009,-52.19858839
1937,-1.895047978,-58.69922893
1937.166667,-2.00391859,-62.84937667
1937.333333,-1.940999305,-60.45089352
1937.5,-1.703605783,-51.40145245
1937.666667,-1.992404352,-62.41045389
1937.833333,-1.96061255,-61.1985504
1938,-2.135049656,-67.84809288
1938.166667,-2.030606336,-63.86671354
1938.333333,-1.691868098,-50.9540119
1938.5,-2.030639218,-63.867967
1938.666667,-2.057789438,-64.90293337
1938.833333,-1.713843439,-51.79171188
1939,-1.738979252,-52.74988908
1939.166667,-2.311662543,-74.58057615
1939.166667,-1.892049589,-58.58493032
1939.166667,-2.009603445,-63.06608332
1939.166667,-2.30054638,-74.156828
1939.166667,-2.554860004,-83.85126335
1940,-2.57860961,-84.75659835
1940.166667,-2.096822226,-66.39086324
