datetime,d13C,d16O
1995-04-01,-1.5172448382287,25.337666649527307
1995-08-01,-1.8287134136247976,25.57545455659795
1995-12-01,-1.445317550879438,25.629381052655276
1996-04-01,-1.702162382814957,25.63655645243874
1996-08-01,-2.1916887581310514,25.87874383714604
1996-12-01,-1.734014003811944,25.9865583598656
1997-04-01,-1.5735917873624965,25.62262612090994
1997-08-01,-1.6696819854719824,25.56269349865769
1997-12-01,-1.654370721051682,25.563750059368868
1998-04-01,-1.6108565350649038,25.408419871357395
1998-08-01,-1.9951863903129818,25.48488338891736
1998-12-01,-1.575606440673754,25.638412294467148
1999-04-01,-1.670699890379777,25.375366575045774
1999-08-01,-2.0742548374178624,25.563563103009262
1999-12-01,-1.9987366112530918,25.325963540790195
2000-04-01,-2.4724475341061822,25.343373596541255
2000-08-01,-2.24134937037516,25.63309396185207
2000-12-01,-1.8060589532279532,25.541614965452798
2001-04-01,-2.1228551058139407,25.311057344436332
2001-08-01,-2.352356667080203,25.33532197665038
2001-12-01,-2.3790719169929124,25.609691338121763
2002-04-01,-1.7130842602671992,25.574889603719217
2002-08-01,-2.0644517360637087,25.381914213107986
2002-12-01,-1.988259104346188,25.546266576895537
2003-04-01,-1.718322048245255,25.188186341526425
2003-08-01,-2.0518375901281134,25.408914664553773
2003-12-01,-2.736261461290864,25.6632853311909
2004-04-01,-2.3745386322136492,25.62088764729078
2004-08-01,-2.22546700626949,25.28572439016737
2004-12-01,-2.7629255829847734,25.36852277981453
2005-04-01,-2.8888932987466234,25.533272007276764
2005-08-01,-2.077622079781822,25.403791129194115
2005-12-01,-2.308160225805933,25.183950542589916
2006-04-01,-2.515102950716753,25.21475178660643
2006-08-01,-2.434808349858864,25.392241489657405
2006-12-01,-2.9035618084162884,25.576739973455744
